date,product_name,category,quantity_sold,revenue,region,price,stock
2023-07-03,Aero Max Drone,Gadgets,12,780000,North,65000,86
2023-07-03,Lumina VR Headset,Wearables,16,720000,East,45000,183
2023-07-03,Echelon Gaming Desk,Furniture,11,385000,West,35000,67
2023-07-04,Quantum Pro Laptop,Electronics,4,600000,West,150000,71
2023-07-04,Titan GPU X,Components,6,510000,West,85000,118
2023-07-04,Aero Max Drone,Gadgets,13,845000,South,65000,158
2023-07-04,Lumina VR Headset,Wearables,13,585000,South,45000,102
2023-07-04,Echelon Gaming Desk,Furniture,10,350000,South,35000,147
2023-07-05,Quantum Pro Laptop,Electronics,6,900000,West,150000,158
2023-07-05,Titan GPU X,Components,7,595000,West,85000,188
2023-07-05,Aero Max Drone,Gadgets,11,715000,East,65000,117
2023-07-05,Lumina VR Headset,Wearables,18,810000,West,45000,174
2023-07-05,Echelon Gaming Desk,Furniture,7,245000,East,35000,190
2023-07-06,Quantum Pro Laptop,Electronics,5,750000,East,150000,66
2023-07-06,Titan GPU X,Components,11,935000,East,85000,131
2023-07-06,Aero Max Drone,Gadgets,15,975000,South,65000,68
2023-07-06,Lumina VR Headset,Wearables,21,945000,North,45000,134
2023-07-06,Echelon Gaming Desk,Furniture,11,385000,North,35000,167
2023-07-07,Quantum Pro Laptop,Electronics,5,750000,East,150000,113
2023-07-07,Titan GPU X,Components,11,935000,South,85000,96
2023-07-07,Aero Max Drone,Gadgets,16,1040000,West,65000,198
2023-07-07,Lumina VR Headset,Wearables,17,765000,North,45000,69
2023-07-07,Echelon Gaming Desk,Furniture,13,455000,North,35000,95
2023-07-08,Quantum Pro Laptop,Electronics,7,1050000,West,150000,101
2023-07-08,Titan GPU X,Components,13,1105000,West,85000,119
2023-07-08,Aero Max Drone,Gadgets,13,845000,South,65000,124
2023-07-08,Lumina VR Headset,Wearables,27,1215000,North,45000,192
2023-07-08,Echelon Gaming Desk,Furniture,17,595000,East,35000,131
2023-07-09,Quantum Pro Laptop,Electronics,7,1050000,West,150000,53
2023-07-09,Titan GPU X,Components,12,1020000,East,85000,122
2023-07-09,Aero Max Drone,Gadgets,22,1430000,West,65000,165
2023-07-09,Lumina VR Headset,Wearables,19,855000,East,45000,87
2023-07-09,Echelon Gaming Desk,Furniture,13,455000,East,35000,118
2023-07-10,Quantum Pro Laptop,Electronics,7,1050000,East,150000,163
2023-07-10,Titan GPU X,Components,9,765000,West,85000,71
2023-07-10,Aero Max Drone,Gadgets,15,975000,South,65000,187
2023-07-10,Lumina VR Headset,Wearables,18,810000,South,45000,113
2023-07-10,Echelon Gaming Desk,Furniture,9,315000,South,35000,84
2023-07-11,Quantum Pro Laptop,Electronics,4,600000,West,150000,79
2023-07-11,Titan GPU X,Components,8,680000,East,85000,116
2023-07-11,Aero Max Drone,Gadgets,14,910000,North,65000,85
2023-07-11,Lumina VR Headset,Wearables,17,765000,North,45000,190
2023-07-11,Echelon Gaming Desk,Furniture,12,420000,West,35000,185
2023-07-12,Quantum Pro Laptop,Electronics,6,900000,East,150000,50
2023-07-12,Titan GPU X,Components,10,850000,West,85000,84
2023-07-12,Aero Max Drone,Gadgets,11,715000,North,65000,83
2023-07-12,Lumina VR Headset,Wearables,17,765000,South,45000,177
2023-07-12,Echelon Gaming Desk,Furniture,11,385000,South,35000,83
2023-07-13,Quantum Pro Laptop,Electronics,3,450000,North,150000,110
2023-07-13,Titan GPU X,Components,7,595000,South,85000,173
2023-07-13,Aero Max Drone,Gadgets,13,845000,West,65000,151
2023-07-13,Lumina VR Headset,Wearables,12,540000,West,45000,83
2023-07-13,Echelon Gaming Desk,Furniture,9,315000,East,35000,185
2023-07-14,Quantum Pro Laptop,Electronics,4,600000,East,150000,76
2023-07-14,Titan GPU X,Components,8,680000,South,85000,102
2023-07-14,Aero Max Drone,Gadgets,13,845000,South,65000,62
2023-07-14,Lumina VR Headset,Wearables,19,855000,North,45000,196
2023-07-14,Echelon Gaming Desk,Furniture,13,455000,South,35000,80
2023-07-15,Quantum Pro Laptop,Electronics,6,900000,North,150000,72
2023-07-15,Titan GPU X,Components,12,1020000,West,85000,103
2023-07-15,Aero Max Drone,Gadgets,21,1365000,West,65000,197
2023-07-15,Lumina VR Headset,Wearables,19,855000,West,45000,159
2023-07-15,Echelon Gaming Desk,Furniture,17,595000,West,35000,102
2023-07-16,Quantum Pro Laptop,Electronics,8,1200000,East,150000,53
2023-07-16,Titan GPU X,Components,14,1190000,North,85000,108
2023-07-16,Aero Max Drone,Gadgets,16,1040000,East,65000,83
2023-07-16,Lumina VR Headset,Wearables,26,1170000,South,45000,147
2023-07-16,Echelon Gaming Desk,Furniture,13,455000,North,35000,128
2023-07-17,Quantum Pro Laptop,Electronics,6,900000,North,150000,142
2023-07-17,Titan GPU X,Components,8,680000,South,85000,57
2023-07-17,Aero Max Drone,Gadgets,13,845000,North,65000,183
2023-07-17,Lumina VR Headset,Wearables,18,810000,North,45000,188
2023-07-17,Echelon Gaming Desk,Furniture,9,315000,North,35000,114
2023-07-18,Quantum Pro Laptop,Electronics,5,750000,South,150000,149
2023-07-18,Titan GPU X,Components,7,595000,South,85000,192
2023-07-18,Aero Max Drone,Gadgets,13,845000,South,65000,161
2023-07-18,Lumina VR Headset,Wearables,18,810000,West,45000,194
2023-07-18,Echelon Gaming Desk,Furniture,10,350000,North,35000,109
2023-07-19,Quantum Pro Laptop,Electronics,7,1050000,East,150000,169
2023-07-19,Titan GPU X,Components,7,595000,North,85000,198
2023-07-19,Aero Max Drone,Gadgets,14,910000,East,65000,62
2023-07-19,Lumina VR Headset,Wearables,15,675000,East,45000,66
2023-07-19,Echelon Gaming Desk,Furniture,9,315000,West,35000,74
2023-07-20,Quantum Pro Laptop,Electronics,5,750000,East,150000,189
2023-07-20,Titan GPU X,Components,8,680000,North,85000,91
2023-07-20,Aero Max Drone,Gadgets,13,845000,East,65000,77
2023-07-20,Lumina VR Headset,Wearables,14,630000,West,45000,90
2023-07-20,Echelon Gaming Desk,Furniture,9,315000,West,35000,154
2023-07-21,Quantum Pro Laptop,Electronics,5,750000,West,150000,62
2023-07-21,Titan GPU X,Components,10,850000,East,85000,179
2023-07-21,Aero Max Drone,Gadgets,12,780000,West,65000,186
2023-07-21,Lumina VR Headset,Wearables,15,675000,West,45000,149
2023-07-21,Echelon Gaming Desk,Furniture,14,490000,North,35000,136
2023-07-22,Quantum Pro Laptop,Electronics,5,750000,West,150000,57
2023-07-22,Titan GPU X,Components,13,1105000,East,85000,85
2023-07-22,Aero Max Drone,Gadgets,16,1040000,West,65000,198
2023-07-22,Lumina VR Headset,Wearables,27,1215000,West,45000,103
2023-07-22,Echelon Gaming Desk,Furniture,15,525000,West,35000,62
2023-07-23,Quantum Pro Laptop,Electronics,7,1050000,North,150000,98
2023-07-23,Titan GPU X,Components,12,1020000,West,85000,96
2023-07-23,Aero Max Drone,Gadgets,15,975000,North,65000,123
2023-07-23,Lumina VR Headset,Wearables,22,990000,North,45000,180
2023-07-23,Echelon Gaming Desk,Furniture,13,455000,East,35000,151
2023-07-24,Quantum Pro Laptop,Electronics,7,1050000,West,150000,78
2023-07-24,Titan GPU X,Components,9,765000,East,85000,171
2023-07-24,Aero Max Drone,Gadgets,17,1105000,West,65000,168
2023-07-24,Lumina VR Headset,Wearables,17,765000,West,45000,65
2023-07-24,Echelon Gaming Desk,Furniture,11,385000,South,35000,76
2023-07-25,Quantum Pro Laptop,Electronics,6,900000,South,150000,183
2023-07-25,Titan GPU X,Components,6,510000,North,85000,82
2023-07-25,Aero Max Drone,Gadgets,11,715000,East,65000,56
2023-07-25,Lumina VR Headset,Wearables,13,585000,West,45000,92
2023-07-25,Echelon Gaming Desk,Furniture,8,280000,North,35000,184
2023-07-26,Quantum Pro Laptop,Electronics,5,750000,West,150000,124
2023-07-26,Titan GPU X,Components,9,765000,West,85000,94
2023-07-26,Aero Max Drone,Gadgets,10,650000,East,65000,147
2023-07-26,Lumina VR Headset,Wearables,14,630000,South,45000,128
2023-07-26,Echelon Gaming Desk,Furniture,11,385000,West,35000,139
2023-07-27,Quantum Pro Laptop,Electronics,5,750000,West,150000,186
2023-07-27,Titan GPU X,Components,9,765000,West,85000,124
2023-07-27,Aero Max Drone,Gadgets,10,650000,East,65000,81
2023-07-27,Lumina VR Headset,Wearables,16,720000,East,45000,139
2023-07-27,Echelon Gaming Desk,Furniture,10,350000,West,35000,155
2023-07-28,Quantum Pro Laptop,Electronics,4,600000,North,150000,153
2023-07-28,Titan GPU X,Components,7,595000,West,85000,144
2023-07-28,Aero Max Drone,Gadgets,11,715000,North,65000,101
2023-07-28,Lumina VR Headset,Wearables,18,810000,South,45000,106
2023-07-28,Echelon Gaming Desk,Furniture,11,385000,South,35000,75
2023-07-29,Quantum Pro Laptop,Electronics,8,1200000,North,150000,163
2023-07-29,Titan GPU X,Components,10,850000,South,85000,64
2023-07-29,Aero Max Drone,Gadgets,18,1170000,West,65000,110
2023-07-29,Lumina VR Headset,Wearables,25,1125000,South,45000,127
2023-07-29,Echelon Gaming Desk,Furniture,16,560000,South,35000,95
2023-07-30,Quantum Pro Laptop,Electronics,7,1050000,South,150000,55
2023-07-30,Titan GPU X,Components,12,1020000,North,85000,57
2023-07-30,Aero Max Drone,Gadgets,19,1235000,West,65000,119
2023-07-30,Lumina VR Headset,Wearables,24,1080000,North,45000,65
2023-07-30,Echelon Gaming Desk,Furniture,15,525000,West,35000,113
2023-07-31,Quantum Pro Laptop,Electronics,7,1050000,East,150000,139
2023-07-31,Titan GPU X,Components,6,510000,North,85000,138
2023-07-31,Aero Max Drone,Gadgets,13,845000,South,65000,68
2023-07-31,Lumina VR Headset,Wearables,15,675000,South,45000,183
2023-07-31,Echelon Gaming Desk,Furniture,10,350000,West,35000,157
2023-08-01,Quantum Pro Laptop,Electronics,5,750000,East,150000,57
2023-08-01,Titan GPU X,Components,8,680000,North,85000,155
2023-08-01,Aero Max Drone,Gadgets,17,1105000,East,65000,143
2023-08-01,Lumina VR Headset,Wearables,16,720000,North,45000,88
2023-08-01,Echelon Gaming Desk,Furniture,12,420000,West,35000,186
2023-08-02,Quantum Pro Laptop,Electronics,5,750000,North,150000,123
2023-08-02,Titan GPU X,Components,8,680000,West,85000,153
2023-08-02,Aero Max Drone,Gadgets,15,975000,South,65000,104
2023-08-02,Lumina VR Headset,Wearables,15,675000,North,45000,170
2023-08-02,Echelon Gaming Desk,Furniture,11,385000,North,35000,157
2023-08-03,Quantum Pro Laptop,Electronics,4,600000,North,150000,83
2023-08-03,Titan GPU X,Components,9,765000,East,85000,178
2023-08-03,Aero Max Drone,Gadgets,10,650000,North,65000,143
2023-08-03,Lumina VR Headset,Wearables,12,540000,East,45000,148
2023-08-03,Echelon Gaming Desk,Furniture,11,385000,South,35000,66
2023-08-04,Quantum Pro Laptop,Electronics,6,900000,South,150000,165
2023-08-04,Titan GPU X,Components,10,850000,South,85000,117
2023-08-04,Aero Max Drone,Gadgets,9,585000,North,65000,163
2023-08-04,Lumina VR Headset,Wearables,17,765000,North,45000,171
2023-08-04,Echelon Gaming Desk,Furniture,12,420000,North,35000,194
2023-08-05,Quantum Pro Laptop,Electronics,8,1200000,North,150000,117
2023-08-05,Titan GPU X,Components,10,850000,North,85000,188
2023-08-05,Aero Max Drone,Gadgets,13,845000,West,65000,75
2023-08-05,Lumina VR Headset,Wearables,29,1305000,East,45000,196
2023-08-05,Echelon Gaming Desk,Furniture,15,525000,East,35000,120
2023-08-06,Quantum Pro Laptop,Electronics,6,900000,South,150000,89
2023-08-06,Titan GPU X,Components,15,1275000,East,85000,155
2023-08-06,Aero Max Drone,Gadgets,17,1105000,West,65000,192
2023-08-06,Lumina VR Headset,Wearables,18,810000,West,45000,90
2023-08-06,Echelon Gaming Desk,Furniture,16,560000,West,35000,196
2023-08-07,Quantum Pro Laptop,Electronics,5,750000,South,150000,117
2023-08-07,Titan GPU X,Components,9,765000,South,85000,64
2023-08-07,Aero Max Drone,Gadgets,13,845000,East,65000,73
2023-08-07,Lumina VR Headset,Wearables,19,855000,East,45000,89
2023-08-07,Echelon Gaming Desk,Furniture,10,350000,West,35000,116
2023-08-08,Quantum Pro Laptop,Electronics,6,900000,South,150000,165
2023-08-08,Titan GPU X,Components,8,680000,South,85000,111
2023-08-08,Aero Max Drone,Gadgets,13,845000,North,65000,106
2023-08-08,Lumina VR Headset,Wearables,15,675000,South,45000,150
2023-08-08,Echelon Gaming Desk,Furniture,11,385000,North,35000,187
2023-08-09,Quantum Pro Laptop,Electronics,5,750000,North,150000,110
2023-08-09,Titan GPU X,Components,8,680000,West,85000,52
2023-08-09,Aero Max Drone,Gadgets,12,780000,East,65000,190
2023-08-09,Lumina VR Headset,Wearables,14,630000,East,45000,107
2023-08-09,Echelon Gaming Desk,Furniture,9,315000,North,35000,161
2023-08-10,Quantum Pro Laptop,Electronics,4,600000,East,150000,175
2023-08-10,Titan GPU X,Components,7,595000,South,85000,103
2023-08-10,Aero Max Drone,Gadgets,12,780000,North,65000,65
2023-08-10,Lumina VR Headset,Wearables,17,765000,South,45000,81
2023-08-10,Echelon Gaming Desk,Furniture,9,315000,East,35000,58
2023-08-11,Quantum Pro Laptop,Electronics,6,900000,South,150000,66
2023-08-11,Titan GPU X,Components,7,595000,West,85000,97
2023-08-11,Aero Max Drone,Gadgets,15,975000,North,65000,150
2023-08-11,Lumina VR Headset,Wearables,14,630000,South,45000,114
2023-08-11,Echelon Gaming Desk,Furniture,9,315000,North,35000,176
2023-08-12,Quantum Pro Laptop,Electronics,8,1200000,West,150000,153
2023-08-12,Titan GPU X,Components,12,1020000,South,85000,175
2023-08-12,Aero Max Drone,Gadgets,19,1235000,North,65000,130
2023-08-12,Lumina VR Headset,Wearables,22,990000,West,45000,101
2023-08-12,Echelon Gaming Desk,Furniture,14,490000,North,35000,52
2023-08-13,Quantum Pro Laptop,Electronics,8,1200000,West,150000,158
2023-08-13,Titan GPU X,Components,11,935000,East,85000,114
2023-08-13,Aero Max Drone,Gadgets,18,1170000,West,65000,81
2023-08-13,Lumina VR Headset,Wearables,16,720000,West,45000,177
2023-08-13,Echelon Gaming Desk,Furniture,14,490000,South,35000,107
2023-08-14,Quantum Pro Laptop,Electronics,5,750000,North,150000,63
2023-08-14,Titan GPU X,Components,9,765000,South,85000,170
2023-08-14,Aero Max Drone,Gadgets,19,1235000,North,65000,132
2023-08-14,Lumina VR Headset,Wearables,12,540000,West,45000,183
2023-08-14,Echelon Gaming Desk,Furniture,10,350000,West,35000,62
2023-08-15,Quantum Pro Laptop,Electronics,5,750000,East,150000,51
2023-08-15,Titan GPU X,Components,9,765000,West,85000,71
2023-08-15,Aero Max Drone,Gadgets,15,975000,East,65000,168
2023-08-15,Lumina VR Headset,Wearables,18,810000,East,45000,163
2023-08-15,Echelon Gaming Desk,Furniture,11,385000,South,35000,102
2023-08-16,Quantum Pro Laptop,Electronics,5,750000,East,150000,182
2023-08-16,Titan GPU X,Components,10,850000,North,85000,54
2023-08-16,Aero Max Drone,Gadgets,10,650000,North,65000,127
2023-08-16,Lumina VR Headset,Wearables,13,585000,North,45000,111
2023-08-16,Echelon Gaming Desk,Furniture,12,420000,South,35000,161
2023-08-17,Quantum Pro Laptop,Electronics,6,900000,East,150000,96
2023-08-17,Titan GPU X,Components,7,595000,East,85000,82
2023-08-17,Aero Max Drone,Gadgets,16,1040000,East,65000,63
2023-08-17,Lumina VR Headset,Wearables,19,855000,East,45000,196
2023-08-17,Echelon Gaming Desk,Furniture,12,420000,West,35000,78
2023-08-18,Quantum Pro Laptop,Electronics,6,900000,West,150000,131
2023-08-18,Titan GPU X,Components,8,680000,South,85000,66
2023-08-18,Aero Max Drone,Gadgets,12,780000,South,65000,55
2023-08-18,Lumina VR Headset,Wearables,17,765000,North,45000,131
2023-08-18,Echelon Gaming Desk,Furniture,11,385000,South,35000,120
2023-08-19,Quantum Pro Laptop,Electronics,6,900000,North,150000,84
2023-08-19,Titan GPU X,Components,11,935000,West,85000,51
2023-08-19,Aero Max Drone,Gadgets,21,1365000,South,65000,88
2023-08-19,Lumina VR Headset,Wearables,19,855000,East,45000,69
2023-08-19,Echelon Gaming Desk,Furniture,14,490000,West,35000,196
2023-08-20,Quantum Pro Laptop,Electronics,7,1050000,West,150000,160
2023-08-20,Titan GPU X,Components,16,1360000,South,85000,116
2023-08-20,Aero Max Drone,Gadgets,21,1365000,South,65000,76
2023-08-20,Lumina VR Headset,Wearables,27,1215000,West,45000,119
2023-08-20,Echelon Gaming Desk,Furniture,18,630000,North,35000,149
2023-08-21,Quantum Pro Laptop,Electronics,7,1050000,East,150000,199
2023-08-21,Titan GPU X,Components,7,595000,East,85000,97
2023-08-21,Aero Max Drone,Gadgets,10,650000,North,65000,77
2023-08-21,Lumina VR Headset,Wearables,20,900000,North,45000,162
2023-08-21,Echelon Gaming Desk,Furniture,12,420000,North,35000,132
2023-08-22,Quantum Pro Laptop,Electronics,5,750000,North,150000,187
2023-08-22,Titan GPU X,Components,10,850000,South,85000,81
2023-08-22,Aero Max Drone,Gadgets,12,780000,South,65000,194
2023-08-22,Lumina VR Headset,Wearables,21,945000,South,45000,134
2023-08-22,Echelon Gaming Desk,Furniture,11,385000,East,35000,160
2023-08-23,Quantum Pro Laptop,Electronics,5,750000,North,150000,196
2023-08-23,Titan GPU X,Components,6,510000,West,85000,141
2023-08-23,Aero Max Drone,Gadgets,16,1040000,South,65000,88
2023-08-23,Lumina VR Headset,Wearables,20,900000,North,45000,160
2023-08-23,Echelon Gaming Desk,Furniture,9,315000,North,35000,92
2023-08-24,Quantum Pro Laptop,Electronics,5,750000,West,150000,83
2023-08-24,Titan GPU X,Components,8,680000,East,85000,111
2023-08-24,Aero Max Drone,Gadgets,12,780000,South,65000,124
2023-08-24,Lumina VR Headset,Wearables,12,540000,East,45000,187
2023-08-24,Echelon Gaming Desk,Furniture,13,455000,South,35000,87
2023-08-25,Quantum Pro Laptop,Electronics,5,750000,East,150000,126
2023-08-25,Titan GPU X,Components,5,425000,West,85000,180
2023-08-25,Aero Max Drone,Gadgets,16,1040000,West,65000,140
2023-08-25,Lumina VR Headset,Wearables,18,810000,South,45000,57
2023-08-25,Echelon Gaming Desk,Furniture,10,350000,North,35000,183
2023-08-26,Quantum Pro Laptop,Electronics,7,1050000,East,150000,138
2023-08-26,Titan GPU X,Components,14,1190000,North,85000,86
2023-08-26,Aero Max Drone,Gadgets,17,1105000,North,65000,131
2023-08-26,Lumina VR Headset,Wearables,22,990000,North,45000,107
2023-08-26,Echelon Gaming Desk,Furniture,19,665000,East,35000,172
2023-08-27,Quantum Pro Laptop,Electronics,7,1050000,West,150000,163
2023-08-27,Titan GPU X,Components,15,1275000,West,85000,156
2023-08-27,Aero Max Drone,Gadgets,17,1105000,East,65000,53
2023-08-27,Lumina VR Headset,Wearables,26,1170000,South,45000,184
2023-08-27,Echelon Gaming Desk,Furniture,15,525000,West,35000,178
2023-08-28,Quantum Pro Laptop,Electronics,5,750000,East,150000,52
2023-08-28,Titan GPU X,Components,11,935000,North,85000,151
2023-08-28,Aero Max Drone,Gadgets,11,715000,South,65000,134
2023-08-28,Lumina VR Headset,Wearables,18,810000,East,45000,158
2023-08-28,Echelon Gaming Desk,Furniture,9,315000,East,35000,133
2023-08-29,Quantum Pro Laptop,Electronics,6,900000,North,150000,189
2023-08-29,Titan GPU X,Components,8,680000,West,85000,76
2023-08-29,Aero Max Drone,Gadgets,19,1235000,North,65000,110
2023-08-29,Lumina VR Headset,Wearables,20,900000,East,45000,171
2023-08-29,Echelon Gaming Desk,Furniture,12,420000,East,35000,95
2023-08-30,Quantum Pro Laptop,Electronics,6,900000,West,150000,104
2023-08-30,Titan GPU X,Components,8,680000,South,85000,155
2023-08-30,Aero Max Drone,Gadgets,14,910000,South,65000,88
2023-08-30,Lumina VR Headset,Wearables,15,675000,North,45000,186
2023-08-30,Echelon Gaming Desk,Furniture,9,315000,South,35000,158
2023-08-31,Quantum Pro Laptop,Electronics,4,600000,South,150000,54
2023-08-31,Titan GPU X,Components,9,765000,South,85000,136
2023-08-31,Aero Max Drone,Gadgets,13,845000,East,65000,106
2023-08-31,Lumina VR Headset,Wearables,17,765000,East,45000,78
2023-08-31,Echelon Gaming Desk,Furniture,7,245000,West,35000,95
2023-09-01,Quantum Pro Laptop,Electronics,4,600000,West,150000,161
2023-09-01,Titan GPU X,Components,9,765000,South,85000,82
2023-09-01,Aero Max Drone,Gadgets,17,1105000,South,65000,175
2023-09-01,Lumina VR Headset,Wearables,15,675000,West,45000,164
2023-09-01,Echelon Gaming Desk,Furniture,9,315000,West,35000,77
2023-09-02,Quantum Pro Laptop,Electronics,6,900000,East,150000,176
2023-09-02,Titan GPU X,Components,11,935000,East,85000,167
2023-09-02,Aero Max Drone,Gadgets,21,1365000,East,65000,82
2023-09-02,Lumina VR Headset,Wearables,31,1395000,South,45000,68
2023-09-02,Echelon Gaming Desk,Furniture,13,455000,South,35000,147
2023-09-03,Quantum Pro Laptop,Electronics,9,1350000,East,150000,190
2023-09-03,Titan GPU X,Components,13,1105000,West,85000,97
2023-09-03,Aero Max Drone,Gadgets,21,1365000,North,65000,113
2023-09-03,Lumina VR Headset,Wearables,23,1035000,West,45000,75
2023-09-03,Echelon Gaming Desk,Furniture,17,595000,North,35000,120
2023-09-04,Quantum Pro Laptop,Electronics,5,750000,East,150000,56
2023-09-04,Titan GPU X,Components,8,680000,South,85000,98
2023-09-04,Aero Max Drone,Gadgets,15,975000,East,65000,180
2023-09-04,Lumina VR Headset,Wearables,17,765000,East,45000,78
2023-09-04,Echelon Gaming Desk,Furniture,13,455000,West,35000,193
2023-09-05,Quantum Pro Laptop,Electronics,6,900000,North,150000,103
2023-09-05,Titan GPU X,Components,9,765000,North,85000,142
2023-09-05,Aero Max Drone,Gadgets,17,1105000,North,65000,135
2023-09-05,Lumina VR Headset,Wearables,16,720000,East,45000,167
2023-09-05,Echelon Gaming Desk,Furniture,13,455000,North,35000,132
2023-09-06,Quantum Pro Laptop,Electronics,5,750000,East,150000,180
2023-09-06,Titan GPU X,Components,10,850000,East,85000,79
2023-09-06,Aero Max Drone,Gadgets,11,715000,West,65000,71
2023-09-06,Lumina VR Headset,Wearables,15,675000,South,45000,153
2023-09-06,Echelon Gaming Desk,Furniture,10,350000,South,35000,126
2023-09-07,Quantum Pro Laptop,Electronics,5,750000,North,150000,128
2023-09-07,Titan GPU X,Components,9,765000,East,85000,113
2023-09-07,Aero Max Drone,Gadgets,12,780000,West,65000,108
2023-09-07,Lumina VR Headset,Wearables,14,630000,West,45000,165
2023-09-07,Echelon Gaming Desk,Furniture,13,455000,East,35000,171
2023-09-08,Quantum Pro Laptop,Electronics,6,900000,South,150000,179
2023-09-08,Titan GPU X,Components,8,680000,South,85000,98
2023-09-08,Aero Max Drone,Gadgets,16,1040000,South,65000,110
2023-09-08,Lumina VR Headset,Wearables,13,585000,West,45000,97
2023-09-08,Echelon Gaming Desk,Furniture,13,455000,North,35000,111
2023-09-09,Quantum Pro Laptop,Electronics,8,1200000,East,150000,107
2023-09-09,Titan GPU X,Components,14,1190000,East,85000,120
2023-09-09,Aero Max Drone,Gadgets,16,1040000,West,65000,58
2023-09-09,Lumina VR Headset,Wearables,19,855000,South,45000,194
2023-09-09,Echelon Gaming Desk,Furniture,12,420000,West,35000,180
2023-09-10,Quantum Pro Laptop,Electronics,9,1350000,South,150000,111
2023-09-10,Titan GPU X,Components,12,1020000,South,85000,125
2023-09-10,Aero Max Drone,Gadgets,24,1560000,South,65000,65
2023-09-10,Lumina VR Headset,Wearables,23,1035000,West,45000,153
2023-09-10,Echelon Gaming Desk,Furniture,13,455000,East,35000,179
2023-09-11,Quantum Pro Laptop,Electronics,5,750000,South,150000,187
2023-09-11,Titan GPU X,Components,7,595000,North,85000,51
2023-09-11,Aero Max Drone,Gadgets,13,845000,South,65000,189
2023-09-11,Lumina VR Headset,Wearables,12,540000,South,45000,162
2023-09-11,Echelon Gaming Desk,Furniture,7,245000,West,35000,111
2023-09-12,Quantum Pro Laptop,Electronics,4,600000,South,150000,110
2023-09-12,Titan GPU X,Components,10,850000,North,85000,198
2023-09-12,Aero Max Drone,Gadgets,11,715000,West,65000,184
2023-09-12,Lumina VR Headset,Wearables,18,810000,South,45000,123
2023-09-12,Echelon Gaming Desk,Furniture,13,455000,West,35000,72
2023-09-13,Quantum Pro Laptop,Electronics,6,900000,East,150000,119
2023-09-13,Titan GPU X,Components,10,850000,West,85000,77
2023-09-13,Aero Max Drone,Gadgets,15,975000,West,65000,50
2023-09-13,Lumina VR Headset,Wearables,12,540000,North,45000,198
2023-09-13,Echelon Gaming Desk,Furniture,10,350000,West,35000,128
2023-09-14,Quantum Pro Laptop,Electronics,5,750000,South,150000,183
2023-09-14,Titan GPU X,Components,9,765000,North,85000,105
2023-09-14,Aero Max Drone,Gadgets,13,845000,East,65000,153
2023-09-14,Lumina VR Headset,Wearables,13,585000,North,45000,195
2023-09-14,Echelon Gaming Desk,Furniture,10,350000,South,35000,174
2023-09-15,Quantum Pro Laptop,Electronics,6,900000,West,150000,87
2023-09-15,Titan GPU X,Components,10,850000,West,85000,110
2023-09-15,Aero Max Drone,Gadgets,12,780000,South,65000,158
2023-09-15,Lumina VR Headset,Wearables,23,1035000,West,45000,62
2023-09-15,Echelon Gaming Desk,Furniture,9,315000,North,35000,84
2023-09-16,Quantum Pro Laptop,Electronics,7,1050000,East,150000,97
2023-09-16,Titan GPU X,Components,12,1020000,North,85000,84
2023-09-16,Aero Max Drone,Gadgets,19,1235000,West,65000,148
2023-09-16,Lumina VR Headset,Wearables,25,1125000,East,45000,134
2023-09-16,Echelon Gaming Desk,Furniture,12,420000,West,35000,110
2023-09-17,Quantum Pro Laptop,Electronics,6,900000,North,150000,176
2023-09-17,Titan GPU X,Components,14,1190000,North,85000,69
2023-09-17,Aero Max Drone,Gadgets,22,1430000,West,65000,136
2023-09-17,Lumina VR Headset,Wearables,25,1125000,East,45000,182
2023-09-17,Echelon Gaming Desk,Furniture,10,350000,East,35000,198
2023-09-18,Quantum Pro Laptop,Electronics,6,900000,North,150000,63
2023-09-18,Titan GPU X,Components,10,850000,East,85000,81
2023-09-18,Aero Max Drone,Gadgets,17,1105000,East,65000,169
2023-09-18,Lumina VR Headset,Wearables,15,675000,East,45000,124
2023-09-18,Echelon Gaming Desk,Furniture,11,385000,North,35000,108
2023-09-19,Quantum Pro Laptop,Electronics,4,600000,East,150000,138
2023-09-19,Titan GPU X,Components,7,595000,East,85000,114
2023-09-19,Aero Max Drone,Gadgets,15,975000,West,65000,120
2023-09-19,Lumina VR Headset,Wearables,14,630000,West,45000,199
2023-09-19,Echelon Gaming Desk,Furniture,12,420000,South,35000,142
2023-09-20,Quantum Pro Laptop,Electronics,5,750000,West,150000,167
2023-09-20,Titan GPU X,Components,7,595000,West,85000,180
2023-09-20,Aero Max Drone,Gadgets,14,910000,North,65000,115
2023-09-20,Lumina VR Headset,Wearables,17,765000,North,45000,115
2023-09-20,Echelon Gaming Desk,Furniture,11,385000,West,35000,157
2023-09-21,Quantum Pro Laptop,Electronics,6,900000,West,150000,92
2023-09-21,Titan GPU X,Components,8,680000,West,85000,133
2023-09-21,Aero Max Drone,Gadgets,13,845000,West,65000,193
2023-09-21,Lumina VR Headset,Wearables,19,855000,West,45000,94
2023-09-21,Echelon Gaming Desk,Furniture,14,490000,East,35000,137
2023-09-22,Quantum Pro Laptop,Electronics,5,750000,North,150000,168
2023-09-22,Titan GPU X,Components,8,680000,North,85000,57
2023-09-22,Aero Max Drone,Gadgets,13,845000,North,65000,168
2023-09-22,Lumina VR Headset,Wearables,14,630000,West,45000,66
2023-09-22,Echelon Gaming Desk,Furniture,11,385000,South,35000,120
